nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing,label
204,@iivandoutsiders1933,2023-09-15T11:53:17Z,Abang&quot;an gw sebulan yg lalu ketangkap di bekasi dia residivis kasus narkoba udeh berapa kali masuk kuar penjara<br>Dalem penjara aja masih bisa mgedarin narkoba<br>Jadi buat bandar&quot; gede masuk penjara cuma mendekem di dalem ruangan,abang bulan tangkap bekas residivis narkoba udeh kuar penjaradalem penjara aja mgedarin narkobajadi bandar gede penjara mendekem dalem ruang,negative
205,@WarnerHomeVidio,2023-09-13T07:56:05Z,Salut sih dengan tanggapan memiskinkan si pelaku agar kedepannya tidak punya dana untuk mengulang kasus serupa  🤭 tapi menurut saya untuk menghentikan secara permanen ya (Hukuman mati) seperti halnya perusahaan besar pasti ada yg namanya cabang atau anak perusahaan,salut tanggap miskin laku depan dana ulang henti permanen hukum mati hal usaha nama cabang anak usaha,negative
206,@bsbprojek752,2023-09-13T02:19:42Z,waduh berita kaya gini MIRISSS..apa gak semakin memalukan NEGARA INI...!!Udah korupsi yg gk pernah berhenti...TPPU yg pengusutanya malu-malu...Elit politik carut marut...&#39;&#39;DARURAT JUDI ONLINE..&quot;&quot; Apalagi wahai Bangsaku...kenapa sangat buruk NEGRIKU...ya Allah kuatkanlah kami sebagai YG MENCINTAI negeri ini..AMIN YA ROBBAL ALAMIN!!!,berita kaya gin mirisss gak malu negara sudah korupsi tidak henti tppu pengusuta malu malu elit politik carut marut darurat judi online bangsa buruk negriku kuat cinta negeri amin robbal alamin,negative
207,@tokosby4176,2023-09-20T07:39:50Z,"Dari dulu yang di tangkap pedagangnya doang,, pok yo yang di tangkap itu juraganbya,, padahal yang dagang itu cuma cari makan, kadang mereka juga terpaksa,, lain cerita klu gembongnya,,",tangkap dagang doang pok tangkap juraganbya dagang cari makan kadang paksa cerita kalau gembong,negative
208,@user-jt1le8rk3y,2023-09-14T15:38:12Z,Hukum Mati saja...<br>Ini perbuatan biadab yg meracuni generasi muda kedepan...<br><br>Sukses udh bisa mengungkap Bandar dan becking nya juga...,hukum mati buat biadab racun generasi muda depan sukses sudah ungkap bandar becking,negative
209,@bennylukman5863,2023-09-13T12:11:34Z,Kelewat  kaya raya  karna bing ung gunakan uang terlalu bznyak utk apa  dan tfk kenal msh banyak  bangsa INDONESIA yg di bantu mkn  dan sejahtra nya  jln2 rusak di kampung2  utk jln   pangan dan ke rumah sakit saat ibu2 hamil  dan banyak lagi yg kurang mkn  apa tdk sebaik nya  brikan pd bangsa yg butuh  pemerataan asli  terwujut,lewat kaya raya karena bing ung uang bznyak untuk tfk kenal bangsa indonesia bantu mkn sejahtra jln rusak kampung untuk jln pangan rumah sakit ibu hamil mkn tidak brikan bangsa butuh perata asli terwujut,negative
210,@restulahagu,2023-09-15T10:37:38Z,Masyakat ingin tau narkoba yg disita di bakar secara live streaming pak polisi. Mohon segera di laksanakan untuk narkoba yg di sita di bakar di depan masyarakat. Terimakasih saran dari saya,masyakat tau narkoba sita bakar live streaming polisi laksana narkoba sita bakar masyarakat terimakasih saran,negative
211,@madinatv2023,2023-09-18T12:24:23Z,"Apresisasi buat kepolisian atas terungkapnya kasus ini, jgn lupa aparat pembekingnya jg di tangkap, karna itu pasti ada yg terlibat.",apresisasi polisi ungkap jangan lupa aparat beking juga tangkap karena libat,positive
212,@jhonngok5775,2023-09-13T04:11:59Z,Pantesan kayaraya tdk ketulungan ternya uang haram jadah mendingan aku pengasilan recihan tapi halal dari pda uang besar tapi haram semua keliatan mewah tapi haram hukum mati lansung udah diluar batas tak terampuni,pantesan kayaraya tidak ketulungan ter uang haram jadah mending asil recihan halal pda uang haram liat mewah haram hukum mati lansung sudah luar batas ampun,negative
213,@subhanspeed1043,2023-09-19T02:54:33Z,"Pokoknya narkoba ,korupsi,pembunuhan berencana udah jelas gk ada tawar menawar Hukuman Mati yang benarnya .",pokok narkoba korupsi bunuh rencana sudah tidak tawar tawar hukum mati benar,negative
214,@kalangitomisimondrakel4650,2023-09-13T00:42:17Z,Jgn  senang.  Karna  narkoba tidak jauh dari keterkaitan. Dgn kejaksaan hakim dan polisi. Pasti ada  yg terlibat  tidak mungkin tidak.  Dimana ada makanN. Pasti ada tikus.,jangan senang karena narkoba kait dengan jaksa hakim polisi libat mana tikus,negative
215,@ariariyan1909,2023-09-12T23:21:57Z,panen raya itu uang+narkobanya yg jadi barang bukti pasti nguap sia2 kalo jdi bukti ya cuma berapa rupiah dan berapa kg kalo dah selesai pres&#39;konfren,panen raya uang narkoba barang bukti nguap sia jadi bukti rupiah selesai pres konfren,negative
216,@annalili1436,2023-09-13T07:51:04Z,Di bersihkan lah ke akakarar nya  merusak genersi penerus basang sikat semua nya semoga media dan parat dan perintah sehat selalu sikat semua nya  hukum lah seberat berat nya yang terliba di situ  jangan padang bulu supaya sehat generasi penerus bangsa kita ini,sih akakarar rusak genersi terus basang sikat moga media parat perintah sehat sikat hukum berat berat terliba situ padang bulu sehat generasi terus bangsa,negative
217,@endangpurnomo4022,2023-09-18T16:35:07Z,Mantappp mantappp..aje kendor kalau belom ke tangkepp trus majuuu biar org pada mabok kabeh,mantappp mantappp aje kendor bom tangkepp terus majuuu biar orang mabok kabeh,negative
218,@jrctvlivestreaming7828,2023-09-13T12:25:53Z,"Bertahin tahun ngebongkar. Bandar besar, pengedar, barbuk bejibun tiap operasi, berkampanye bertahun tahun anti nakoba..tp kok gk hbs hbs y... boleh gk siih di jelasin detailnya...",bertahin tahun ngebongkar bandar peedar barang bukti bejibun operasi kampanye tahun tahun anti nakoba tapi tidak hbs hbs tidak siih jelasin detail,negative
219,@user-od6hu5tf7l,2023-09-13T03:40:06Z,"ku doa kan semoga yang memakai narkob di mati rasa kan rasa narkob agar penjual narkob tidak laku dan gulung tikar,aminn",doa moga pakai narkob mati narkob jual narkob gulung tikar aminn,negative
220,@musaatmusaat3078,2023-09-13T05:28:25Z,Pelakunya di hukum mati berserta polisi yang ikut terlibat harus di hukum mati boss jangan cuma rakyat belaka yang di hukum mati boss,laku hukum mati serta polisi libat hukum mati boss rakyat belaka hukum mati boss,negative
221,@mikhayoung3843,2023-09-15T16:29:09Z,Trs ert barang bukti uang itu klo kasusnya sdh kelar mau dikemanakan..???? Apa dimusnahkn jg bersm narkotika,terus ert barang bukti uang kasus sudah selesai mana musnah juga bersm narkotika,negative
222,@senimansumenep9299,2023-09-18T06:59:39Z,Hasil operasi pemberantasan Narkoba taraf Internasional perlu diberi hukuman mati dan langsung eksekusi mati tanpa kompromi dg siapapun.Pengadilan harus tegas dan cepat menvonis hukumanti dg tembak mati.,hasil operasi berantas narkoba taraf internasional hukum mati eksekusi mati kompromi dengan adil cepat menvonis hukumanti dengan tembak mati,negative
223,@HD-iw2bg,2023-09-13T02:26:58Z,"nah ini &quot;Kudu perlu harus wajib musti&quot; di hukum mati, uang dan kekayaannya semua ambil untuk negara membangun tempat tinggal gratis untuk rakyat miskin",kudu wajib musti hukum mati uang kaya ambil negara bangun tinggal gratis rakyat miskin,negative
224,@ediyanto614,2023-09-12T22:51:04Z,"Ati ati, ati ati, ati ati.. barang bukti berupa uang dan narkoba harus extra diawasi, jangan sampe hilang",ati ati ati ati ati ati barang bukti uang narkoba extra awas sampai hilang,negative
225,@pakdepauzi6096,2023-09-19T09:57:46Z,"segeralah ditembak mati, jangan sampai basi ceritanya, biasanya begitu lambat laun hilang cerita narkobanya lenyap ditelan bumi.",segera tembak mati basi cerita lambat laun hilang cerita narkoba lenyap tel bumi,negative
226,@amrassimbolon1675,2023-09-13T11:26:38Z,"Gua masabodo....., tdk percaya sama polisi, tedi minahasa kemana ya, pelaku dibalik itu siapa ya..., mungkin cari perhatian...., apakah ini merupakan suatu peran.....???????",saya masabodo tidak percaya polisi tedi minahasa mana laku balik cari perhati peran,negative
227,@timurlink9332,2023-09-13T07:36:08Z,Waduh... Saya sebagai orang Aceh kecewa kok ada bandar narkoba berkali-kali lebih hebat dari bandar narkoba Bireuen.... 😂🤭🤭🤭<br>Yang lebih sakitnya ini bukan orang Aceh.. <br>Bireuen bisa kalah nih...,aceh kecewa bandar narkoba kali hebat bandar narkoba bireuen sakit aceh bireuen kalah,negative
228,@naomiwita4686,2023-09-20T00:45:42Z,koropsi jg hrs dimiskinkan........<br>kl cmn narkoba gk adil ..yg penting itu ..koropsinya ......kl narkoba itu buat pilihan hidup buat mati ..,koropsi juga harus miskin narkoba tidak adil koropsi narkoba pilih hidup mati,negative
229,@rambojumbo781,2023-09-13T00:46:10Z,Narkoba hasil penangkapan harus di bakar disaksikan seluruh rakyat Indonesia... karena heran aja narkoba kok tetap banyak yg pake ga abis2,narkoba hasil tangkap bakar saksi rakyat indonesia heran aja narkoba pake tidak abis,negative
230,@halachmad881,2023-09-13T05:37:57Z,Waduuuh narkoba lebih  10 T ...bisa merusak puluhan juta generasi muda penerus bangsa ini......hukum penggal aja,waduuuh narkoba rusak puluh juta generasi muda terus bangsa hukum penggal aja,negative
231,@Zha-ristand,2023-09-16T09:27:15Z,"Memang tidak mungkin kalau tidak ada aparat yg terlibat.. <br>Emng binatang kalian semua aparat yg ikut serta.. <br>10 T selama 3 smpe 4 thn doang,, katanya pada ngeluh gk ada kerjaan tp buat beli barang HARAM mereka ko punya duit,,  duit iblis atau duit syetan yg mrka gunakan buat bayar ?",aparat libat memang binatang aparat sampai tahun doang ngeluh tidak kerja tapi beli barang haram duit duit iblis duit syetan mereka bayar,negative
232,@herisupriyadi4182,2023-09-17T11:04:07Z,DIINDONESIA PEREDARAN NARKOBA ENGGAK HABIS HABISNYA.....KALAU APARAT HUKUMNYA TIDAK BERSIH...IBARAT PEMADAM KEBAKARAN PADAM DISINI TIMBUL LAGI DITEMPAT LAIN....BUKAN RAHASIA UMUM LAGI.,indonesia edar narkoba habis habis aparat hukum bersih madam bakar padam timbul tempat rahasia umum,negative
233,@dodyfitrah.n434,2023-09-15T22:45:48Z,"Kalian itu harus jadi stasiun televisi yg berkualitas, coba kalian liput dan telusuri para koruptor itu, itu jelas merugikan rakyat. Sedangkan narkoba itu hanyalah merugikan diri si pemakai",stasiun televisi kualitas coba liput telusur koruptor rugi rakyat narkoba rugi pakai,negative
234,@pakbroto4405,2023-09-18T03:10:06Z,Harusnya barang buktinya langsung di bakar ( narkoba )... dan orang&quot; nya langsung di di kafani. Itu baru membranntas narkoba dan stop peredaranya. <br>Kalau msh di proses.... 😂😂😂senyumi sajaa.,barang bukti bakar narkoba kafan berantas narkoba stop edar proses senyum sajaa,negative
235,@rachmatwidianto2967,2023-09-15T19:08:53Z,"Semenjak Rezim ini ada, semua terorganisasi perjudian online, narkoba, pelacuran, dan yg baru menangkap,mengusir/menggusur Rakyat demi CUAN  jadi tak ada hal yg tak aneh diNEGRI kita saat ini,,",semenjak rezim organisasi judi online narkoba lacur tangkap usir gusur rakyat cuan aneh dinegri,negative
236,@henykartika1271,2023-09-12T23:14:05Z,"Terimakasih pak jokowy sdh berikan yg terbaik buat  Ri.semoga pak jokowi bahagia selalu dan juga kel, Dlm lindungan sang pencipta.",terimakasih jokowy sudah baik moga jokowi bahagia kel dalam lindung sang cipta,positive
237,@Amoonah8768,2023-09-13T03:40:03Z,"Barang haram bisa masuk ke 👇pasti ada yg memberi jln.kalau hanya cucurut gak bakalan bisa.soalnya ada oprasi dr badan hingga barang.ini pasti ada jalur2 mulus,gak heran guys<br>Ternyata benar di sidang Dodi cs itu barang Import kah",barang haram jln cucurut gak oprasi badan barang jalur mulus gak heran guysternyata sidang dodi barang import kah,negative
238,@kualakaya331,2023-09-13T00:52:25Z,"Innalillahi darurat narcoba,ya allah lindungilah NKRI dari manusia2 serakah yg merusak regenarasi anak bangsa amin",innalillahi darurat narkoba lindung nkri manusia serakah rusak regenarasi anak bangsa amin,negative
239,@josuajtmanalufortunermodelista,2023-09-15T03:51:14Z,"Bagus lah tangkap lagi pelaku dan bandar narkoba dan judi online juga tangkap serta jaringan judi online ,jangan indonesia tempat barang haram narkoba ,sudah hancur generasi muda akibat narkoba dan judi online juga ,tangkap jangan kasih ampun<br>Terus periksa oknum anggota kepolisian yang terlibat ,jangan dikasih ampun bawak",bagus tangkap laku bandar narkoba judi online tangkap jaring judi online indonesia barang haram narkoba hancur generasi muda akibat narkoba judi online tangkap kasih ampunterus periksa oknum anggota polisi libat kasih ampun bawak,negative
240,@mustikaayuningtyas8332,2023-09-19T10:40:57Z,Tabahin pegawe polisi ya orang ya yang dari podok sunan drajad lamongan jawa timur supaya dunia ini aga bersih,tabahin pegawe polisi podok sunan drajad lamongan jawa timur dunia aga bersih,positive
241,@wahidsalati4857,2023-09-13T08:55:14Z,Kenyataan sudah masuk dan pasti meracuni anak bangsa merasa bangga.woy polisi kemana saja selama ini tapi GK heran jendral polisi saja jualan narkoba apa lagi yg lain,nyata racun anak bangsa bangga woy polisi mana tidak heran jendral polisi jual narkoba,negative
242,@agussutrisno312,2023-09-20T10:42:10Z,BB narkoba jangan sampai di tukar yng sama dengan sabu mislx garam trimakasih polri sdh mexelamat kan bangsa indonesia damai sehat bebas dr narkoba,narkoba tukar yng sabu mislx garam trimakasih polri sudah mexelamat bangsa indonesia damai sehat bebas narkoba,negative
243,@burhanriya4455,2023-09-13T00:03:33Z,Ini baru polri..sangat berprestasi pantas di beri penghargaan untuk jajaran yg terjun langsung dalam penangkapan..ini sangat langka di tubuh polri.polri harus bersih sprti ini..tidak tergiur dgn nilai uang yg begitu besar.andai saja polisi mau..bisa aja di suap bandar besar..tapi tugas lebih pnting dari segalanya.bravo polri.,polri prestasi harga jajar terjun tangkap langka tubuh polri polri bersih sprti giur dengan nilai uang andai polisi aja suap bandar tugas pnting bravo polri,positive
244,@ajrinkarim3331,2023-09-19T11:34:42Z,Owalah paaak2 duit banyak ky gitu mending ksh rakyat yg miskin beras skrg mahal  kadang2 cima mkn pake garrm doang saking gak punya duit pak tangkap dan hukum seberat2nya  klw perlu hukum mati aja,owalah paaak duit gitu mending kasih rakyat miskin beras sekarang mahal kadang cima mkn pake garrm doang saking gak duit tangkap hukum klw hukum mati aja,negative
245,@Obetsamidi-dk4wi,2023-09-13T01:14:13Z,"Kriminal besar jaringan luas<br>Remember pablo escobar .<br>Narkoba , Miras, Perjudian, Seks <br>Banyak pejabat pemerintahan dan aparat yang terlibat dalam menjalankan bisnisnya . Semoga aparat dan pejabat bisa lebih jujur lagi dalam bekerja. Untuk membersihkan ini.",kriminal jaring luasremember pablo escobar narkoba miras judi seks jabat perintah aparat libat jalan bisnis moga aparat jabat jujur bersih,negative
246,@setyobudiarbiyanto8433,2023-09-17T13:44:13Z,Barang buktinya nanti tinggal sampel saja ya sisanya entah kemana😂😂😂<br>Sekalian donk bongkar dan tangkap koruptor Harun masiku🎉🎉,barang bukti tinggal sampel sisa mana bongkar tangkap koruptor harun mas,negative
247,@Muhamadalfatiralfatir-tn3bc,2023-09-19T18:27:03Z,"Kami akan tungngu hukuman matinya.,<br>Bukan tajam pda masrakat awam, tumpu <br>Pda para elit dan mayuer.",tungngu hukum mati tajam pda masrakat awam tumpu pda elit mayuer,negative
248,@tanahborneo3205,2023-09-13T15:20:11Z,"selama gmbongnya blom ketangkap jaringan yg sudah di uangkap masih bisa di bangun kembali...bravo Kapolri dan jajaranya,cmn jgn berbesar hati dlu,PR terbesarnya bukan jaringanya di ungkap tapi otak dari semua ini harus di tangkap...kerena klo bossnya masih bebas bukan tidak mungkin jaringan baru lagi pasti tumbuh lg......",gmbong blom tangkap jaring uangkap bangun bravo kapolri jajara jangan besar hati dlu besar jaringa otak tangkap rena boss bebas jaring tumbuh lagi,negative
249,@WawanGunawan-dn9jn,2023-09-16T06:05:36Z,Saya mau tanyak sama pak polisi. Hasil rampasan NARKOBA. Yang besar&quot; kemana kok ngak pernah tau. Dimuskan ka atau kemana. Rakyat gak tau,tanyak polisi hasil rampas narkoba mana ngak tau mus mana rakyat gak tau,negative
250,@leezhaneludvie8657,2023-09-17T08:37:47Z,"semoga,yg di kampung2 jg pd di tgkep .krn sangat meresahkan. .. tdk peduli org2 cari rumput sklipun bawaanya sabu..😢😢",moga kampung juga tgkep karena resah tidak peduli org cari rumput sklipun bawaa sabu,negative
251,@rojalihanim8525,2023-09-17T13:05:00Z,"DIMANA SIH TITIK KELEMAHAN LEMBAGA YUDIKATIF KITA BESERTA INTELJEN NYA.......   KO MASALAH NARKOBA DAN KORUPSI DI NEGRI INI GAK SELESAI SEKESAI......<br>APAKAH BUKAN MUSTAHIL INI ADA PEMBIARAN , AGAR PETUGAS ADA KERJANYA DAN ADA PEMASUKAN UANG YG ENTAH KEMANA MASUK NYA.....!!!!",mana titik lemah lembaga yudikatif serta inteljen narkoba korupsi negri gak selesai sai mustahil biar tugas kerja pasu uang mana,negative
252,@riksonsimanjuntak6670,2023-09-13T10:16:43Z,Sorry no respect....! sdh terlalu rusak negeri ini akibat narkoba.<br>Yang di butuhkan Indonesia tindakan ala &quot;Duterte presidente filipina&quot; sanggupkah...? pesimis yesss...?,sorry respect sudah rusak negeri akibat narkoba butuh indonesia tindak ala duterte presidente filipina sanggup pesimis yesss,negative
