komentar,label,komentar_preprocessing
Ini di duitin aja boleh ga si? @gojekindonesia lumayan ni bisa buat beli album chen nanti 🤧🤧  pic.twitter.com/BMK0Qq9FWI,positive,duitin aja tidak si gojekindonesia lumayan beli album chen pic twitter com
"Customer mas...istilah dari driver ojol kaya gitu..aku seneng ngobrol2 sama driver nek pas pake jasa mereka, jadi ngerti nek dho sambat..😁😂",positive,customer mas istilah driver ojol kaya gitu neng ngobrol driver nek pas pake jasa ngerti nek dho sambat
"Thank you, aku udh hub customer service tadi dan udah di urusin kayak sebelumnya. Selalu bagus sih customer service GoJek dan langsung dibalikin duitnya, cuma bener-bener wasting time aja.",positive,thank you sudah hub customer service sudah urusin kayak bagus customer service gojek dibalikin duit bener bener wasting time aja
"“Gak tau knpa aku tiba2 nangis stelah baca ini, entah karena terharu atau pengin mbojo,” tulis salah satu netizen. 

 http://www.transonlinewatch.com/nggak-mau-minta-apa-apa-pesan-dari-istri-driver-ojol-ini-bikin-mewek/ …
@gojekindonesia
@gojek24jam",positive,gak tau kenapa tiba nang stelah baca haru pengin mbojo tulis salah netizen gojekindonesia
Ordered two food from @gojekindonesia and both got delivered in the same time. Something Grab can't do due to its current limitation 😆,positive,ordered two food from gojekindonesia and both got delivered in the same time something grab can do due to its current limitation
"Syel'z Homemade Yogurt 100%real yogurt, Tanpa Pengawet, Tanpa Campuran dan Tanpa pengental. Yuk bs lsg pesan ke 08156051175
#PromoAgustus @KopoPermai #jualyogurt #yogurt #bandung #yoghurt #minumansehat #infokulinerbdg #KulinerBDG #pake @gojekindonesia #SOLUSISEHAT pic.twitter.com/Prh10uv32e",positive,syel homemade yogurt real yogurt awet campur kental yuk lsg pesan promoagustus kopopermai jualyogurt yogurt bandung yoghurt minumansehat infokulinerbdg kulinerbdg pake gojekindonesia solusisehat pic twitter com
"Sebenernya ni peraturan nguntungin startup transportasi online. Sengaja biar kita pengguna memasukkan dana ke pembayaran online mereka. Kalau tunai minimal 9rb, kalau pake gopay atau ovo kaya harga normal jadi 4rb biasa. Jd Budi tuh demen ama perusahaan2an bukan masyarakat:((",positive,sebener atur nguntungin startup transportasi online sengaja biar guna masuk dana bayar online tunai minimal rb pake gopay ovo kaya harga normal rb budi demen ama masyarakat
"BTW, kalau gajian ikut perusahaan swasta tgl gajian kita gak akhir bulan loh tapi awal bulan, jadi tolong masa berlakunya diperpanjang ya.... biar kita-kita juga ikutmenikmati jajan rasa #gopaypayday
@gojekindonesia @gofood #gofood",positive,btw gaji usaha swasta tgl gaji gak tolong laku panjang biar ikutmenikmati jajan gopaypayday gojekindonesia gofood gofood
"Mgknkah... @gojekindonesia membeli sedikit saham @PT_TransJakarta atau sebaliknya Sehingga utk yg mau naik atau turun dari busway udah bisa nyaman lgs naik gojek ke/dari tmpt tujuan.
@jokowi @setkabgoid",positive,mgknkah gojekindonesia beli saham pttransjakarta untuk turun busway sudah nyaman lgs gojek tmpt tuju jokowi setkabgoid
Sedikit pembelajaran dipagi hari ini @gojekindonesia Jangan lupa selalu berbagi thp sesama. Jumat Barokah 🙏  pic.twitter.com/JheUvIZJ97,positive,ajar pagi gojekindonesia lupa bagi thp jumat barokah pic twitter com
I mean... I just wish @apple pay can be available in Indonesia and integrated with @gojekindonesia or @bankmandiri 's e-money. How Apple is TAKING OVER Japan 🇯🇵  https://youtu.be/4up7ZjOAG1c  via @YouTube,positive,mean just wish apple pay can be available in indonesia and integrated with gojekindonesia or bankmandiri money how apple is taking over japan via youtube
"Lagi nyoba"" main reksadana. Kalo dapat mau top up bibit. Nabung dikit"". Eh tp GAnya berlaku g kalo g buat jajan? Trus @gojekindonesia dpt cashback jg g sih kalo top up bibit? #GopayPayDay",positive,nyoba main reksadana top up bibit nabung dikit eh tapi ga laku jajan terus gojekindonesia dpt cashback juga top up bibit gopaypayday
"Kenapa voucher gofood ga habis habis sih yaa, kan bikin boros 😂
Tadinya tinggal 20an voucher, sekarang dapet lagi 😍
Andai voucher gofood bisa diduitin wkwk
@gojekindonesia @gofoodindonesia pic.twitter.com/ooSzhtyCGv",positive,voucher gofood tidak habis habis yaa bikin boros tinggal voucher dapet andai voucher gofood diduitin gojekindonesia gofoodindonesia pic twitter com ooszhtycgv
"survival skill gue keren min, first try loh ini @gojekindonesia  https://twitter.com/gojekindonesia/status/1167109776225886209 … pic.twitter.com/zPcoLKGP8K",positive,survival skill saya keren min first try gojekindonesia pic twitter com
"Ga bisa tidur, iseng2 buka gojek liat2 makanan, kok voucher ku byk banget, ternyata dapet lagi voucher gofood potongan 8k, makasih @gojekindonesia , ada yg mau???  pic.twitter.com/97zWIU89i8",positive,tidak tidur iseng buka gojek liat makan voucher ku byk banget dapet voucher gofood potong makasih gojekindonesia pic twitter com
"Tahun lalu, tahun 2018, sponsor utama Liga 1 Indonesia adalah Gojek @gojekindonesia , warnanya ijo. Tim yang akhirnya juara identik dengan warna orange atau merah. Tahun 2019, Liga 1…  https://www.instagram.com/p/B1wjo0uAUV8UOq0yfqqwz0yjKng1ruCNlR_z6A0/?igshid=z3cqtw81mcxr …",positive,tahun tahun sponsor utama liga indonesia gojek gojekindonesia warna ijo tim juara identik warna orange merah tahun liga
"Gojek responded to the issue calmly, saying: “Regarding the latest situation, we believe there is always a way to find a solution that works best for all parties.”

#pastiAdaJalan 👏 touché  @gojekindonesia  well played sir 👏",positive,gojek responded to the issue calmly saying regarding the latest situation we believe there is always way to find solution that works best for all parties pastiadajalan touch gojekindonesia well played sir
"Hai Ichi, promo yang diberikan kepada pelanggan dilakukan secara acak oleh sistem ya, dan memiliki jumlah yang terbatas. Apabila Anda termasuk pelanggan beruntung, promo tersebut akan secara otomatis masuk ke halaman ""My Voucher"" Anda. Tks^ygb",positive,ichi promo langgan acak sistem milik batas langgan untung promo otomatis halaman my voucher tks ygb
"Hanya saja, saya baru sadar saat melihat order history malam ini. Memang kalau lihat history lama-lama, kelihatannya @gojekindonesia pasti ngasi diskon 15rb. Contoh nih. Good deal toh?  pic.twitter.com/JkmYNet7PJ",positive,sadar order history malam history gojekindonesia ngasi diskon contoh good deal pic twitter com
"an open tweet for @gojekindonesia.
Saya membeli paket voucher bayar 150k, dapat kupon diskon 15rb sebanyak 30 buah. Sebuah penawaran yg sgt menarik, dan saya pernah membeli paket serupa sebelumnya. 
Sayangnya, pembelian periode ini menurut saya mengandung scam.  pic.twitter.com/5VXWomdrBL",positive,open tweet for gojekindonesia beli paket voucher bayar kupon diskon buah tawar sgt tarik beli paket sayang beli periode kandung scam pic twitter com vxwomdrbl
"Terimakasih Gopay - @gojekindonesia  atas cashback 50%nya.
Jam segini rela makan cheeseeburger & double choco pie nya @McDonalds .",positive,terimakasih gopay gojekindonesia cashback jam gin rela makan cheeseeburger double choco pie mcdonalds
"Aku sih cm mau bayar uang kuliah pake gopay biar cashback 50%, semoga gojek bs secepatnya bekerjasama dgn kampus ak🥰 #gopayday @gojekindonesia",positive,cm bayar uang kuliah pake gopay biar cashback moga gojek cepat bekerjasama dengan kampus ak gopayday gojekindonesia
Dari pada makan temen mending pesen makanan di app Gofoodnya @gojekindonesia pake #Gopay #GopayPayDay,positive,makan temen mending sen makan app gofood gojekindonesia pake gopay gopaypayday
"@gojekindonesia gojeksg
@gojek #Gojek #driver declines tip after #woman gives #birth in his #car 👶 #ridesharing 👏🏼👏🏼👏🏼
.
.
.
Nish Ai RystApit wrote about her delivery on Facebook, commending the Gojek driver.

""BIG…  https://www.ins",positive,gojekindonesia gojeksg gojek gojek driver declines tip after woman gives birth in his car ridesharing nish ai rystapit wrote about her delivery on facebook commending the gojek driver big
"Ngapain bawa bekal? Delivery aja kak, kan ada @gojekindonesia @GrabID yang banya promonya. - Cempluk",positive,ngapain bawa bekal delivery aja kak gojekindonesia grabid ba promo cempluk
"sebagai seorang kacung korporat yang tinggal di tengah kerasnya Jakarta, dan hidup serba ngirit, beli McD dan ada promo cashback 50% bayar pakai Gopay itu senangnya minta ampun. terima kasih banyak @gojekindonesia 🤟🏻😅",positive,kacung korporat tinggal tengah keras jakarta hidup serba ngirit beli mcd promo cashback bayar pakai gopay senang ampun terima kasih gojekindonesia
"@gojekindonesia minn  tadi pagi saya ternyata belum bayar ke driver goride. Dikirain udah pakw gopay taunya tunai, abangnya gak mintain pulaaa. Tadi udah ngajuin bantuan ke cs lewat aplikasi kira2 brp lama yaa? Gak enakan bgt ini kelupaannn belum bayar",positive,gojekindonesia minn pagi bayar driver goride dikirain sudah pakw gopay tau tunai abang gak mintain pulaaa sudah ngajuin bantu cs aplikasi kira brp yaa gak enak sangat kelupaannn bayar
Mau dong di gofood in . Anter Jakarta - New York aja bisa. Apa lagi Surabaya ke jakartaa. Ya ga @gojekindonesia,positive,gofood in anter jakarta new york aja surabaya jakartaa tidak gojekindonesia
"Terima kasih pak ojek ...🙏hati mu tulus dan penuh kasih 😍, tanpa membedakan setiap orang , teladan perilaku mu sangat mulia 👍dan menggugah hati kami 😉utk berbuat baik kepada sesama yg membutuhkan kasih kepedulian 💖",positive,terima kasih ojek hati mu tulus penuh kasih beda teladan perilaku mu mulia gugah hati untuk buat butuh kasih peduli
"Stasiun Tebet - Kalibata City, naik @gojekindonesia waktunya segini. Bayarnya 8rebu 😅. Finally sampe rumah juga.  pic.twitter.com/2xcMlJ0ob4",positive,stasiun tebet kalibata city gojekindonesia gin bayar rebu finally sampai rumah pic twitter com
"Nah iya mas bener. Ga cuma 1 driver yg ngantri. Satu resto bisa 10 driver yg antri kalau jam makan siang. Pernah liat sendiri soalnya.
Akhirnya kalo order food gitu selalu nyuruh buat santai, gausa buru². Yg penting makanan dateng 😁",positive,iya mas bener tidak driver ngantri resto driver antri jam makan siang liat order food gitu nyuruh santai gausa buru makan dateng
"@gojekindonesia min, ane sekitar taun 2015 ane pernah punya akun gojek nah tuh akun ane tinggalin coz kerjaan yang harus ninggalin tempat tinggal. Nah sekarang apakah tuh akun gojek ane bisa di aktifin lagi ga ?",positive,gojekindonesia min ane taun ane akun gojek akun ane tinggalin coz kerja ninggalin tinggal akun gojek ane aktifin tidak
masyarakat kita bkn miskin ekonomi tp mmg miskin mmiliki org2 yg pny hati spt bang ojol ini.  #saatnyabuatbaikkesesama,positive,masyarakat bkn miskin ekonomi tapi mmg miskin mmiliki org pny hati spt bang ojol saatnyabuatbaikkesesama
"Halo, @gojekindonesia. Kayaknya, tim Anda kelebihan ngasih saya cashback buat pembelian di sayurbox, deh. Detailnya sudah saya DM dari kemarin, ya.",positive,gojekindonesia kayak tim lebih ngasih cashback beli sayurbox deh detail dm kemarin
"@gojekindonesia Halo! Saya punya brand yang fokus bikin produk2 bambu, kalau mau kirim proposal untuk kerja sama dll dll bisa ke mana ya?

Ini Instagramnya yah sebagai bahan pertimbangan  http://bit.ly/bambukeunid  :)

Terima kasih",positive,gojekindonesia brand fokus bikin produk bambu kirim proposal instagram yah bahan timbang terima kasih
"Kelakuan @adjiningrat mesenin gojek buat jemput pulang kantor haha.
terimakasih @gojekindonesia sudah banyak membantu memudahkan kami yg LDR  pic.twitter.com/46zYVK2mVS",positive,laku adjiningrat mesenin gojek jemput pulang kantor terimakasih gojekindonesia bantu mudah ldr pic twitter com
"By constantly developing new services to make people's lives easier, from ride hailing (transport), to food delivery and beauty treatments, even expanding to payment system @gojekindonesia has grown its brand value by 88% 🛵 Learn more #BrandZIndo  https://gph.is/2mOCMia  pic.twitter.com/zaPxPJjRlx",positive,by constantly developing new services to make people lives easier from ride hailing transport to food delivery and beauty treatments even expanding to payment system gojekindonesia has grown its brand value by learn more brandzindo pic twitter com zapxpjjrlx
"Nahhh ini, sbnernya sih klo mau pesen @McDonalds_ID di kiepci juga bisa² aja, tinggal buka app @gojekindonesia trs klik menu @gofoodindonesia 

Semua #pastiadajalan .",positive,nahhh sbner sen mcdonaldsid kiepci aja tinggal buka app gojekindonesia terus klik menu gofoodindonesia pastiadajalan
Thx @gojekindonesia every evening’s Reward time #GoFood cocok bgt buat Ank mandiri yg bnyk aktivitas setiap hari (Plg School/PM/Tugas udh sore lanjut @KPM_seikhlasnya )💪🏻 Memang kids jaman now hrs melek IT📱💻📲 bisa…  https://www.instagram.com/p/B1v1LvQHei9/?igshid=1rzsasls7azdn …,positive,thx gojekindonesia every evening reward time gofood cocok sangat ank mandiri banyak aktivitas plg school pm tugas sudah sore kpmseikhlas kids jaman now hrs melek it
Thx @gojekindonesia every evening’s Reward time #GoFood cocok bgt buat Ank mandiri yg bnyk aktivitas setiap hari (Plg School/PM/Tugas udh sore lanjut @KPM_seikhlasnya )💪🏻 Memang kids jaman now hrs melek IT📱💻📲 bisa…  https://www.instagram.com/p/B1v1G0IHk3x/?igshid=o27osgkfo40f …,positive,thx gojekindonesia every evening reward time gofood cocok sangat ank mandiri banyak aktivitas plg school pm tugas sudah sore kpmseikhlas kids jaman now hrs melek it
"Ketemu driver gojek dan dia narik cuman malem buat nyari tambahan dan dia kelas 3 SMK salut sumpah.

@gojekindonesia",positive,ketemu driver gojek narik cuman malem nyari tambah kelas smk salut sumpah gojekindonesia
Thx @gojekindonesia every evening’s Reward time #GoFood cocok bgt buat Ank mandiri yg bnyk aktivitas setiap hari (Plg School/PM/Tugas udh sore lanjut @KPM_seikhlasnya )💪🏻 Memang kids jaman now hrs melek IT📱💻📲 bisa…  https://www.instagram.com/p/B1v07_UHNcs/?igshid=b9vnohv37oc9 …,positive,thx gojekindonesia every evening reward time gofood cocok sangat ank mandiri banyak aktivitas plg school pm tugas sudah sore kpmseikhlas kids jaman now hrs melek it
"Canteen meals, mini mart snacks, street foods even laundry will be cashless, @gojekindonesia & @ovo_id you really make my life easier ! 😍

- lazy person",positive,canteen meals mini mart snacks street foods even laundry will be cashless gojekindonesia ovoid you really make my life easier lazy person
Usaha memang harus kerja keras ❤ terimakasih @gojekindonesia dan @gopayindonesia  berkatmu saya bisa beli mulut tetangga 💋 pic.twitter.com/MiwLxoJ8Pd,positive,usaha keras terimakasih gojekindonesia gopayindonesia berkat beli mulut tetangga pic twitter com
Terima kasih @gopayindonesia @gojekindonesia karena Go Pay Pay Day membuat hidup anak kos menjadi sangat mevvah.,positive,terima kasih gopayindonesia gojekindonesia go pay pay day hidup anak kos mevvah
@gojekindonesia kalo salah ngasi bintang ke driver karna ke pencet sama anak kecil bisa diganti ga ya? kasian soalnya kepencetnya ratingnya kecil takut berdampak negatif ke drivernya,positive,gojekindonesia salah ngasi bintang driver karena pencet anak ganti tidak kasi pencet rating takut dampak negatif driver
"suka ni yg gini2 @gojekindonesia, tp kurang2in la ah siap ah siap apaan woi  pic.twitter.com/EvM2GA3vPj",positive,suka gini gojekindonesia tapi la ah ah woi pic twitter com
@awkarin bisa ngisiin gopay gw gak ya 😭 ini sayang banget voucher @gojekindonesia gakepakek gegara saldo gopay 0 😭  pic.twitter.com/0ygUnvInP2,positive,awkarin ngisiin gopay gak sayang banget voucher gojekindonesia gakepakek gegara saldo gopay pic twitter com ygunvinp
