nama_akun,tanggal_komentar,komentar,komentar_preprocessing,label
DamaiSulbar,2023-09-16T04:50:41Z,"KTT DEPAN, 20 BMKG Mempersiapkan Skenario Terburuk Potensi Bencana Indonesia Indonesia, Indonesia Bali, G20 Damai Peace, Tangkalradicalism, Merdeka Pancasilar Pancasadan Nkrihargamati, Malaqbi Mellediatanang Manakarra Sulbarinfo",k  bmkg skenario buruk potensi bencana indonesia indonesia indonesia bal   damai peace tangkalradicalism merdeka pancasilar pancasadan nkrihargamati malaqbi mellediatanang manakarra sulbarinfo,negative
detikfinance,2023-09-13T18:11:19Z,"Dukungan Pesanan G20 KTT Kementerian PUPR Membuat Peningkatan Infrastruktur Bali, Satu Konstruksi Terminal VVIP Gusti Ngurah Rai Bandara Informasi Lengkap",dukung pesan   k menteri pupr tingkat infrastruktur bal konstruksi terminal vvip gusti ngurah rai bandara informasi lengkap,positive
gpnasdempapua,2023-09-13T05:37:22Z,"Meninjau Tahura Ngurah Rai Rai Raya Hutan Taman Denpasar Tahura Kota Satu Tempat Seri G20 Bali KTT 2022 Bulan depan Tahura, juga pembibitan kemudian",tinjau tahura ngurah rai rai raya hutan taman denpasar tahura kota seri   bal k     tahura bibit,neutral
wiggins_eko,2023-09-12T22:47:53Z,Pemerintah Memastikan Hotel Bali Ready Sambtu Summit G20 G20Indonesia Recovertogerrecoverstronger G20Indonesia2022 Groupoftwentyindonesia Jawa Barat,perintah hotel bal ready sambtu summit     recovertogerrecoverstronger       groupoftwentyindonesia jawa barat,positive
detikTravel,2023-09-18T12:04:58Z,G20 Bali KTT yang ramai wisatawan umum menyarankan hotel hotel menginap,  bal k ramai wisatawan saran hotel hotel inap,neutral
Ddwie5,2023-09-13T01:07:44Z,KTT SUKSES G20 Menteri Johnny Meningkatkan Kualitas Jaringan Telekomunikasi Mendukung Implementasi Keberhasilan G20 Summit Bali Kominfo Mendukung Infrastruktur Telekomunikasi Peningkatan Kecepatan Seluler Internet Fasilitasi Internet Fasilitasi 5G Ekspansi Jaringan 5G,k sukses   menteri johnny tingkat kualitas jaring telekomunikasi dukung implementasi hasil   summit bal kominfo dukung infrastruktur telekomunikasi tingkat cepat seluler internet fasilitas internet fasilitas tidak ekspansi jaring tidak,positive
reginanaung,2023-09-17T00:06:04Z,Pemerintah Menparekraf Sandiaga Uno Memastikan Hotel Bali Siap Selamat Datang G20 Suara Bali G20indonesia RecoverTrecoverstronger G20Indonesia2022 Groupoftwentyindonesia,perintah menparekraf sandiaga uno hotel bal selamat   suara bal   recovertrecoverstronger       groupoftwentyindonesia,positive
bocorantogelHK,2023-09-13T00:45:17Z,Bamsoet Mendukung Kendaraan Listrik KTT G20 Diberikan Pemerintah Provinsi Bali,bamsoet dukung kendara listrik k   perintah provinsi bal,neutral
airlangga_hrt,2023-09-18T08:06:07Z,Sore Bali sekarang mewakili MR. Presiden Joko Widodo Menerima Masyarakat Sipil 20 C20 Communike Menjadi Input Penting Memegang KTT November G20.,sore bal wakil mr presiden joko widodo terima masayarakat sipil    communike input pegang k november  ,positive
CEOfficialID,2023-09-12T22:59:08Z,bmkg siap mengantisipasi skenario terburuk m8 5 gempa bumi g20 summit bali,bmkg antisipasi skenario buruk m  gempa bumi   summit bal,negative
CryptoKuta,2023-09-13T11:09:54Z,"Informasi Komunikasi Menteri Johnny Plate Kemkominfo Pusat Media Persiapan KTT G20 Kapasitas 1 500 Pusat Media Terletak BICC Hotel Westin Nusa Dua Bali Beroperasi Mulai 13 November 17, 2022",informasi komunikasi menteri johnny plate kemkominfo pusat media siap k   kapasitas     pusat media letak bicc hotel westin nusa bal operasi  november     ,negative
voidotid,2023-09-13T02:12:19Z,Pt Angkasa Pura Diadakan 107th PKD Latihan Kontrol Darurat Gusti Ngurah Rai Bandara Bali Awal G20 November,pt angkasa pura ada    pkd latih kontrol darurat gusti ngurah rai bandara bal   november,neutral
fathannibos,2023-09-17T00:08:17Z,harus tetap optimis g20 summit bali sukses aman g20indonesia recovertogetherrecover g20indonesia2022 groupoftwentyindonesia,optimis   summit bal sukses aman   recovertogetherrecover       groupoftwentyindonesia,positive
DamaiSulbar,2023-09-13T02:42:21Z,"Merasa bersyukur Tuhan mengasumsikan cendekiawan saleh Indonesia, yaitu SHAYKHONA MUHAMMAD KHOLIL KETERLIAN LAYANAN SPIRITUAL DEPTH PENGETAHUAN INDONESIA BALI KTT G20 DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA",syukur tuhan asumsi cendekiawan saleh indonesia shaykhona muhammad kholil lian layan spiritual depth tahu indonesia bal k   damai lawanterorisme tangkalradikisme merdeka,neutral
wahananewsdotco,2023-09-16T00:03:48Z,BMKG Mempersiapkan Antisipasi Gempa 8 5 KTT G20 Bali Bmkg Kttg20 G20 Bali,bmkg antisipasi gempa   k   bal bmkg     bal,neutral
DamaiSulbar,2023-09-15T06:40:05Z,Selalu mendukung Polisi Nasional Indonesia Indonesia KTT Bali KTT G20 DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA PANCASILARDI NKRIHARGAMATI Malaqbi Melletediangangan Manakarra Sulbarinfo Sulbarmoderat Polewalim Majene MamuJuuan,dukung polisi nasional indonesia indonesia k bal k   damai lawanterorisme tangkalradikisme merdeka pancasilardi nkrihargamati malaqbi melletediangangan manakarra sulbarinfo sulbarmoderat polewalim majene mamujuuan,neutral
AnandaHakim9,2023-09-18T01:58:49Z,Kesepakatan Jaringan Implementasi Pusat Kalimantan Kalimantan Kalimantan G20 KTT Dukungan Kalimantan Tengah Sukses G20 Indonesia 2022 G20indonesia RecoverTogerCoverTronger G20Indonesia2022 Groupoftwentyindonesia,sepakat jaring implementasi pusat kalimantan kalimantan kalimantan   k dukung kalimantan sukses   indonesia       recovertogercovertronger       groupoftwentyindonesia,neutral
fathannibos,2023-09-13T01:04:44Z,Summit Dunia Mata Indonesia Asli Terkenal G20 Bali Sukses Aman G20indonesia Recovertogetherrecoverstronar G20Indonesia2022 Groupoftwentyindonesia,summit dunia indonesia asli kenal   bal sukses aman   recovertogetherrecoverstronar       groupoftwentyindonesia,positive
dhiepadil,2023-09-17T20:47:49Z,"kesiapan jaringan telekomunikasi Indonesia wajah G20 Bali Indonesia Indonesia RecoverTheRecoverstronger G20Indonesia2022 Groupoftwentyindonesia, Jawa Tengah",kesiap jaring telekomunikasi indonesia wajah   bal indonesia indonesia recovertherecoverstronger       groupoftwentyindonesia jawa,neutral
pojokdua_ofc,2023-09-13T04:27:59Z,Angkatan Laut Indonesia dikerahkan 12 kapal perang aman G20 Bali dki Jakarta Komunitas bangga Penyelenggara Indonesia G20 G20 G20indonesia RecoverTogerCoverstronger G20Indonesia2022 Groupoftwentyindonesia,angkat laut indonesia kerah  kapal perang aman   bal dki jakarta komunitas bangga selenggara indonesia       recovertogercoverstronger       groupoftwentyindonesia,positive
DamaiSulbar,2023-09-13T01:35:28Z,Harmoni Damai Harus Terus Dipertahankan Tertahan Indonesia Bali KTT Damai Lawanterorisme Tangkalradicalism Merdeka Pancasilardi Nkrihargamati Malaqbi Melletedonganang Manakarra Sulbarinfo Sulbarmoderat Polewalim Majene MamuJuJu,harmoni damai tahan tahan indonesia bal k damai lawanterorisme tangkalradicalism merdeka pancasilardi nkrihargamati malaqbi melletedonganang manakarra sulbarinfo sulbarmoderat polewalim majene mamujuju,positive
jpnncom,2023-09-15T14:42:59Z,Beritabali Bmkg Mempersiapkan Skenario Terburuk 8 5 Sr Gempa Bumi Mengguncang Bali Depan,beritabali bmkg skenario buruk   sr gempa bumi guncang bal,negative
detikoto,2023-10-08T06:29:45Z,Mostpopular 20 Unit PCX Electricity Guard G20 Presidency Summit Bali,mostapiopular  unit pcx electricity sayard   presidency summit bal,neutral
IxNdheso,2023-09-12T22:55:40Z,Formulir Laporan Akhir Masih Membahas Empat Putaran Sous Sherpa Field Activities Activities Content Content.,formulir lapor bahas putar sous sherpa field activities activities content content,neutral
KompasEkonomi,2023-09-13T11:10:22Z,Luhut meminta PLN memastikan kesiapan Infrastruktur Listrik G20 Summit Bali,luhut pln kesiap infrastruktur listrik   summit bal,neutral
Johnss___,2023-09-13T04:08:13Z,"Puncak G20 Summit Bali Meningkatkan Ekonomi G20 Summit Bali 15 November 16, Polisi Nasional Mempersiapkan 88 Mobil Listrik 94 Motor Listrik Keamanan Escort G20.",puncak   summit bal tingkat ekonomi   summit bal  november  polisi nasional  mobil listrik  motor listrik aman escort  ,neutral
SandraAgustin94,2023-09-15T12:10:50Z,Pemerintah pasti hotel bali siap sambut g20 g20indonesia recovertogerrecoverstronger g20indonesia2022 groupoftwentyindonesia Kalimantan Barat,perintah hotel bal sambut     recovertogerrecoverstronger       groupoftwentyindonesia kalimantan barat,positive
mamavanenbas,2023-09-17T03:33:03Z,Mengadakan Pertemuan Puncak G20 Negara Bali November 2022 Presiden Dekat Kembali Pertemuan Kabinet Pimpinan Menyelesaikan berbagai persiapan G20 KTT Merdeka Palace Jakarta Senin 3 Oktober 2022,ada temu puncak   negara bal november     presiden temu kabinet pimpin selesai siap   k merdeka palace jakarta senin  oktober    ,neutral
jpnncom,2023-09-13T08:43:17Z,BMKG Mempersiapkan Skenario Terburuk Bencana Alam Gempa Bumi 8 5 Sr Shook Bali Ahead G20 BMKG Summit,bmkg skenario buruk bencana alam gempa bumi   sr shook bal ahead   bmkg summit,negative
liputan6dotcom,2023-09-13T10:13:13Z,kesiapan hotel ke depan g20 summit bali sandiaga uno track,kesiap hotel   summit bal sandiaga uno track,neutral
retnosetyow4t,2023-09-13T09:35:07Z,Presiden Jokowi Kembali Pertemuan Finalisasi Persiapan G20 KTT Diadakan Puncak Pertemuan G20 Bali November 2022 Menjadi Lebih Dekat,presiden jokowi temu final siap   k ada puncak temu   bal november    ,neutral
NoviRoose,2023-09-13T11:48:54Z,Pemerintah Indonesia terus menyelesaikan persiapan G20 Summit Bali Economic.,perintah indonesia selesai siap   summit bal economic,positive
DivaCatrii,2023-09-12T22:39:53Z,Presiden Returned Rapat Finalisasi Persiapan KTT G20 Diadakan Puncak Pertemuan G20 Negara Bali November 2022 Menjadi Lebih Dekat,presiden returned rapat final siap k   ada puncak temu   negara bal november    ,neutral
tempodotco,2023-09-13T00:06:52Z,Sandiaga mempersiapkan 23 hotel G20 Delegasi KTT Bali Tempobusiness,sandiaga  hotel   delegasi k bal tempobusiness,neutral
VincentiusBria2,2023-09-15T11:31:38Z,Pemerintah Memastikan Hotel Bali Siap Selamat Datang G20 Bengkulu G20Indonesia RecoverTogerCoverstronger G20Indonesia2022 Groupoftwentyindonesia,perintah hotel bal selamat   bengkulu   recovertogercoverstronger       groupoftwentyindonesia,positive
GrizelleJovank4,2023-09-12T22:51:04Z,Pemerintah Memastikan Hotel Bali Siap Selamat Datang G20 G20Indonesia RecoverTheRecoverstronger G20Indonesia2022 Groupoftwentyindonesia,perintah hotel bal selamat     recovertherecoverstronger       groupoftwentyindonesia,positive
Cah_Beler,2023-09-15T18:46:20Z,Dukungan Keberhasilan Implementasi G20 Summit Bali Kemenkominfo Mendukung Telekomunikasi Infrastruktur Peningkatan Kecepatan Internet Seluler 4G Memfasilitasi Ekspansi 5G Pengaturan Jaringan Kabel Aerial Persiapan Jaringan Cadangan Cadangan,dukung hasil implementasi   summit bal kemenkominfo dukung telekomunikasi infrastruktur tingkat cepat internet seluler tidak fasilitas ekspansi tidak atur jaring kabel aerial siap jaring cadang cadang,positive
giewhydi,2023-09-15T08:13:58Z,"Mengadakan Pertemuan Puncak G20 Negara Bali November 2022 Menjadi Lebih Dekat Yang, Pak Mengembalikan Kabinet Pertemuan Timbal Menyelesaikan berbagai persiapan G20 KTT Merdeka Palace Jakarta Senin 3 Oktober 2022",ada temu puncak   negara bal november     kembali kabinet temu timbal selesai siap   k merdeka palace jakarta senin  oktober    ,neutral
MLindazahra,2023-09-13T04:19:02Z,Persiapan Internet Infrastructure Summit G20 Bali 99 1 persen pulih lebih cepat kenaikan lebih kuat,siap internet infrastructure summit   bal   persen pulih cepat naik kuat,neutral
bettapatua,2023-09-13T04:20:50Z,Mengadakan Pertemuan Puncak G20 Negara Bali November 2022 Mendekati Presiden Joko Widodo Kembalinya Kabinet Pertemuan Terpimpin Menyelesaikan Berbagai Persiapan G20 KTT Merdeka Palace Jakarta Senin 3 Oktober 2022,ada temu puncak   negara bal november     dekat presiden joko widodo kembali kabinet temu pimpin selesai siap   k merdeka palace jakarta senin  oktober    ,neutral
Citralokadwipa,2023-09-18T13:17:16Z,Presiden Joko Widodo langsung mengamati lokasi pertemuan G20 memastikan kesiapan Bali Host Presiden juga ingin memastikan agenda agenda terperinci agenda g20 summit tutup ASEan summit apec indononeamju jokowi,presiden joko widodo amat lokasi temu   kesiap bal host presiden agenda agenda perinci agenda   summit tutup asean summit apec indononeamju jokowi,positive
tempodotco,2023-09-15T01:54:07Z,AHM Mempersiapkan 20 unit Honda PCX Operasi Listrik G20 Bali Tempootomotive Summit,ahm  unit honda pcx operasi listrik   bal tempootomotive summit,neutral
milky_ultra,2023-09-19T13:58:18Z,Pemerintah Memastikan Hotel Bali Siap Selamat Datang KTT G20 Medan G20Indonesia RecoverTogerCoverstronger G20Indonesia2022 Groupoftwentyindonesia,perintah hotel bal selamat k   medan   recovertogercoverstronger       groupoftwentyindonesia,positive
ErinNelson011,2023-09-18T09:36:48Z,Menteri Pariwisata Ekonomi Kreatif Sandiaga Uni Memastikan Persiapan Hotel Bali Ahead Peak G20 Summit Accordance G20Indonesia Recovertogerrecoverstronar G20Indonesia2022 Groupoftwentyindonesia Jawa Barat,menteri pariwisata ekonomi kreatif sandiaga uni siap hotel bal ahead peak   summit accordance   recovertogerrecoverstronar       groupoftwentyindonesia jawa barat,positive
dhen_badrus,2023-09-13T00:52:25Z,vii wes sih dexc b sae vii v bbc jisbc cc bbc cluhut centang lokasi g20 summit bali paten,vii wes dexc sae vii bbc jisbc cc bbc cluhut centang lokasi   summit bal paten,neutral
ngalap1berkah,2023-09-27T18:18:44Z,APAN AWORD G20 Summit Konferensi Tinggi -Tingkat berlangsung Bali 15 November 2022 Informasi Komunikasi Komunikasi Kementerian Lanjutkan Tingkatkan Kualitas Telekomunikasi Jaringan Lokasi Acara,apan aword   summit konferensi tingkat bal  november     informasi komunikasi komunikasi menteri lanjut tingkat kualitas telekomunikasi jaring lokasi acara,positive
AmarthaSefrian,2023-09-14T06:48:25Z,Pemerintah memastikan kesiapan layanan kesehatan G20 Peserta KTT Bali Ekonomi Optimal Memperkuat Prokesbooster.,perintah kesiap layan sehat   serta k bal ekonomi optimal kuat prokesbooster,neutral
DamaiSulbar,2023-09-13T02:13:43Z,JIAT Ditafsirkan secara sempit KTT Bali Bali Lawanterorisme Damai Tangkalradicalisme Merdeka Pancasilardi Nkrihargamati Malaqbi Melletediangangan Manakarra Sulbarinfo Sulbarmoderat Majene MamuJu MamuJUJah MamasaGah,jiat tafsir sempit k bal bal lawanterorisme damai tangkalradicalisme merdeka pancasilardi nkrihargamati malaqbi melletediangangan manakarra sulbarinfo sulbarmoderat majene mamuju mamujujah mamasagah,positive
Revenge00810455,2023-09-19T22:08:43Z,Memegang Pertemuan Puncak G20 Negara -negara Bali November 2022 Mendekatkan Presiden Kabinet Pertemuan Terpimpin Menyelesaikan Berbagai Persiapan G20 KTT Merdeka Palace Jakarta Senin 3 Oktober 2022,pegang temu puncak   negara negara bal november     dekat presiden kabinet temu pimpin selesai siap   k merdeka palace jakarta senin  oktober    ,neutral
InfoPublikIP,2023-09-19T05:01:44Z,Kunjungi Menteri Koordinasi Bali Marves Review Venue KTT Indonesia,kunjung menteri koordinasi bal marves review venue k indonesia,neutral
juniriza28,2023-09-17T13:05:00Z,Pemerintah Mengantisipasi Gangguan Telekomunikasi Jaringan G20 Summit Bali Johnny Plate mengatakan Informasi Komunikasi Kementerian Penyelenggara telekomunikasi Penyelenggara menyiapkan jaringan cadangan berhasil pengembangan dua.,perintah antisipasi ganggu telekomunikasi jaring   summit bal johnny plate informasi komunikasi menteri selenggara telekomunikasi selenggara jaring cadang hasil kembang,neutral
nusabalicom,2023-09-13T00:48:57Z,Acara Sisi Agenda Terbuka G20 1 KTT 1 182 Personil Secure Kunker Presiden Bali Nusabali Berita KTTG20 Keamanan Kunker,acara sisi agenda buka    k     personil secure kunker presiden bal nusabali berita   aman kunker,positive
Rosecat27412184,2023-09-13T00:29:02Z,Departemen KTT G20 Kementerian KTT Memperkuat Rabies Control Step Bali Build Tegeri,departemen k   menteri k kuat rabies control step bal build tegeri,neutral
Agunghumas1,2023-09-15T22:19:50Z,Keamanan Tindakan Teater Bem UniM Bekerja dengan Baik Luka Orang Dm Tag Aksiteatrical G20 Kttg20 Kttg20bali Himbauprokes Ayogawemasker Mojokerto,aman tindak teater bem unim luka dm tag aksiteatrical       himbauprokes ayogawemasuker mojokerto,positive
Jovita34032640,2023-09-13T19:51:02Z,Pemerintah Sure Hotel Bali Siap Selamat Datang Maluku Utara G20Indonesia G20Indonesia RecoverTheRecoverstronar G2022 Groupoftwentyindonesia,perintah sure hotel bal selamat malu utara     recovertherecoverstronar     groupoftwentyindonesia,positive
sandiuno,2023-09-13T03:40:03Z,Hari ini pergi Bali menghadiri beberapa agenda termasuk mengadakan rapat pertemuan koordinasi G20 Summit Together Peak Meeting diadakan 15 November 1622,pergi bal hadir agenda ada rapat temu koordinasi   summit together peak meeting ada  november    ,neutral
IDNdihatiku,2023-09-16T23:48:44Z,"Pastikan G20 Summit Bali Presiden Sukses Jokowi Periksa Langsung G20 Summit Venue Week Tiga Tempat KTT G20, dan lain",pasti   summit bal presiden sukses jokowi periksa   summit venue week k  ,positive
friska_diane,2023-09-14T11:27:11Z,kesiapan jaringan telekomunikasi indonesia wajah g20 bali summit wilayah khusus yogyakarta g20 yogyakarta g20indonesia recovertogetherrecovertronger g20indonesia2022 groupoftwentyindonesia,kesiap jaring telekomunikasi indonesia wajah   bal summit wilayah yogyakarta   yogyakarta   recovertogetherrecovertronger       groupoftwentyindonesia,positive
pupr_ciptakarya,2023-09-15T01:09:11Z,Direktur Jenderal Cipta Karya Kementerian PUPR Diana Kusumastuti meninjau satu infrastruktur yang mendukung G20 Summit Mangrove Tahura Ngurah Rai Denpasar Bali,direktur jenderal cipta karya menteri pupr ana kusumastuti tinjau infrastruktur dukung   summit mangrove tahura ngurah rai denpasar bal,positive
tribunnewswiki,2023-09-18T15:24:19Z,PT Astra Honda Motor Diberikan 20 Honda PCX Electric Units Badan Transportasi Provinsi Kendaraan Operasional Petugas Persiapan Implementasi KTT Presidensi G20 berlangsung Bali 15 November 1622,pt astra honda motor  honda pcx electric units badan transportasi provinsi kendara operasional tugas siap implementasi k presidensi   bal  november    ,neutral
nawacitamedia,2023-09-14T14:36:22Z,Menkominfo 1 337 Jurnalis Terdaftar Sampul G20 Summit Bali,menkominfo     jurnalis daftar sampul   summit bal,neutral
LAN_RI,2023-09-13T05:46:30Z,Kepala Tingkat Acara Puncak KTT G20 Diadakan 15 November 16 November Bali Kemenko Lembaga Investasi Maritim Diangkat Dukungan Acara Ketua yang Bertanggung Jawab,kepala tingkat acara puncak k   ada  november  november bal kemenko lembaga investasi maritim angkat dukung acara ketua tanggung,positive
